category,file,source_key,current_fa_value,latin_words
high-latin,i18n/index.details.fa.json,Methodological Innovations,Methodological Innovations,Methodological Innovations
high-latin,i18n/index.details.fa.json,Topic Areas:,Topic Areas:,Topic Areas
high-latin,i18n/index.details.fa.json,About National School of Biotechnology,About National School از Biotechnology,About National School Biotechnology
high-latin,i18n/index.details.fa.json,About the National Brain Mapping Lab (NBML),About the National Brain Mapping Lab (NBML),About the National Brain Mapping Lab
high-latin,i18n/index.details.fa.json,Additional web apps,Additional web apps,Additional web apps
high-latin,i18n/index.details.fa.json,What I Built,What I Built,What I Built
high-latin,i18n/index.details.fa.json,Motivation,Motivation,Motivation
high-latin,i18n/index.details.fa.json,Downloads,Downloads,Downloads
high-latin,i18n/index.details.fa.json,Links,Links,Links
high-latin,i18n/index.details.fa.json,Related Links,Related Links,Related Links
high-latin,i18n/index.education.fa.json,Quantitative Foundations,Quantitative Foundations,Quantitative Foundations
high-latin,i18n/index.education.fa.json,2023 - 2024 • Hands-on Technical Training,۲۰۲۳ - ۲۰۲۴ • Hands-on Technical Training,Hands-on Technical Training
high-latin,i18n/index.education.fa.json,"👶 Developmental, Social & Personality","👶 Developmental, Social و Personality",Developmental Social Personality
high-latin,i18n/index.education.fa.json,🎯 Specialized & Professional Skills,🎯 Specialized و Professional Skills,Specialized Professional Skills
high-latin,i18n/index.education.fa.json,📚 General Education & Electives,📚 General Education و Electives,General Education Electives
high-latin,i18n/index.experience.fa.json,Kavico website,Kavico website,website
high-latin,i18n/index.fa.json,HRV Biofeedback RCT,HRV Biofeedback RCT,Biofeedback
high-latin,i18n/index.fa.json,Vernier Go Direct Belt (50 Hz piezoelectric),Vernier Go Direct Belt (۵۰ Hz piezoelectric),Go Direct Belt Hz piezoelectric
high-latin,i18n/index.fa.json,"R 4.3.1 (lme4, brms, Stan, mediation, BayesFactor, ggplot2)","R ۴.۳.۱ (lme۴, brms, Stan, mediation, BayesFactor, ggplot۲)",mediation BayesFactor
high-latin,i18n/index.fa.json,0.80 for d=0.50 at α=0.05 → N=128 required (160 enrolled for 20% attrition),۰.۸۰ برای d=۰.۵۰ at α=۰.۰۵ → N=۱۲۸ required (۱۶۰ enrolled برای ۲۰% attrition),d at required enrolled attrition
high-latin,i18n/index.fa.json,Inverse temperature (β) for exploitation/exploration,Inverse temperature (β) برای exploitation/exploration,Inverse temperature exploitation exploration
high-latin,i18n/index.fa.json,Perseveration parameter (κ) for habitual repetition,Perseveration parameter (κ) برای habitual repetition,Perseveration parameter habitual repetition
high-latin,i18n/index.fa.json,Accounts for individual differences and uncertainty,Accounts برای individual differences و uncertainty,Accounts individual differences uncertainty
high-latin,i18n/index.fa.json,Technologies Used,Technologies Used,Technologies Used
high-latin,i18n/index.fa.json,Core:,Core:,Core
high-latin,i18n/index.fa.json,"HTML5, CSS3, Vanilla JavaScript ES6+","HTML۵, CSS۳, Vanilla JavaScript ES۶+",Vanilla
high-latin,i18n/index.fa.json,Storage:,Storage:,Storage
high-latin,i18n/index.fa.json,Mobile:,Mobile:,Mobile
high-latin,i18n/index.fa.json,Desktop:,Desktop:,Desktop
high-latin,i18n/index.fa.json,Install:,Install:,Install
high-latin,i18n/index.fa.json,Development Challenges & Solutions,Development Challenges و Solutions,Development Challenges Solutions
high-latin,i18n/index.fa.json,Technical Challenges Solved,Technical Challenges Solved,Technical Challenges Solved
high-latin,i18n/index.fa.json,Challenge 1: Bilingual Content Management,چالش ۱: Bilingual Content Management,Bilingual Content Management
high-latin,i18n/index.fa.json,Design Philosophy,Design Philosophy,Design Philosophy
high-latin,i18n/index.fa.json,Progressive Disclosure:,Progressive Disclosure:,Progressive Disclosure
high-latin,i18n/index.fa.json,Consistent Patterns:,Consistent Patterns:,Consistent Patterns
high-latin,i18n/index.fa.json,Visual Hierarchy:,Visual Hierarchy:,Visual Hierarchy
high-latin,i18n/index.fa.json,Feedback Loops:,Feedback Loops:,Feedback Loops
high-latin,i18n/index.fa.json,Impact & Usage,Impact و Usage,Impact Usage
high-latin,i18n/index.fa.json,Skills Demonstrated,Skills Demonstrated,Skills Demonstrated
high-latin,i18n/index.fa.json,User-Centered Design,User-Centered Design,User-Centered Design
high-latin,i18n/index.fa.json,Planned Enhancements,Planned Enhancements,Planned Enhancements
high-latin,i18n/index.fa.json,Progress Analytics:,Progress Analytics:,Progress Analytics
high-latin,i18n/index.fa.json,Optional sharing of insights and exercise results,Optional sharing از insights و exercise results,Optional sharing insights exercise results
high-latin,i18n/index.fa.json,Audio Content:,Audio Content:,Audio Content
high-latin,i18n/index.fa.json,Gamification:,Gamification:,Gamification
high-latin,i18n/index.fa.json,Achievement system to encourage regular practice,Achievement system تا encourage regular practice,Achievement system encourage regular practice
high-latin,i18n/index.fa.json,API Integration:,API Integration:,API Integration
high-latin,i18n/index.fa.json,Project Significance,Project Significance,Project Significance
high-latin,i18n/index.fa.json,is an alternative implementation of,is an alternative implementation of,is an alternative implementation of
high-latin,i18n/index.fa.json,Goal:,Goal:,Goal
high-latin,i18n/index.fa.json,Relationship to THINK-360+,Relationship تا THINK-۳۶۰+,Relationship THINK-
high-latin,i18n/index.fa.json,Offline distribution:,Offline distribution:,Offline distribution
high-latin,i18n/index.fa.json,Content-first i18n:,Content-first i۱۸n:,Content-first
high-latin,i18n/index.fa.json,Thinking Islands:,Thinking Islands:,Thinking
high-latin,i18n/index.fa.json,Personalization:,Personalization:,Personalization
high-latin,i18n/index.fa.json,Offline-first PWA:,Offline-first PWA:,Offline-first
high-latin,i18n/index.fa.json,Tech Notes,Tech Notes,Tech Notes
high-latin,i18n/index.fa.json,Frontend:,Frontend:,Frontend
high-latin,i18n/index.fa.json,Deployment:,Deployment:,Deployment
high-latin,i18n/index.fa.json,Lineage:,Lineage:,Lineage
high-latin,i18n/index.fa.json,Full Citation,Full Citation,Full Citation
high-latin,i18n/index.fa.json,"Lotfifar, A. M., & Mohammadi, M. D. (2025).","Lotfifar, A. M., و Mohammadi, M. D. (۲۰۲۵).",A M M D
high-latin,i18n/index.fa.json,Affiliation:,Affiliation:,Affiliation
high-latin,i18n/index.fa.json,Abstract,Abstract,Abstract
high-latin,i18n/index.fa.json,Objective:,Objective:,Objective
high-latin,i18n/index.fa.json,Key Contributions,Key Contributions,Key Contributions
high-latin,i18n/index.fa.json,Artifact-Calibrated Pipeline:,Artifact-Calibrated Pipeline:,Artifact-Calibrated Pipeline
high-latin,i18n/index.fa.json,Within-Between Decomposition:,Within-Between Decomposition:,Within-Between Decomposition
high-latin,i18n/index.fa.json,Multiple Statistical Approaches:,Multiple Statistical Approaches:,Multiple Statistical Approaches
high-latin,i18n/index.fa.json,Small Effect Size:,Small Effect Size:,Small Effect Size
high-latin,i18n/index.fa.json,Between-Participant Effect:,Between-Participant Effect:,Between-Participant Effect
high-latin,i18n/index.fa.json,32 healthy adults,۳۲ healthy adults,healthy adults
high-latin,i18n/index.fa.json,Trials:,Trials:,Trials
high-latin,i18n/index.fa.json,Ratings:,Ratings:,Ratings
high-latin,i18n/index.fa.json,"Fp1, Fp2 (frontal)","Fp۱, Fp۲ (frontal)",frontal
high-latin,i18n/index.fa.json,Windows:,Windows:,Windows
high-latin,i18n/index.fa.json,Feature:,Feature:,Feature
high-latin,i18n/index.fa.json,Sample:,Sample:,Sample
high-latin,i18n/index.fa.json,Naive:,Naive:,Naive
high-latin,i18n/index.fa.json,Pearson correlation,Pearson correlation,Pearson correlation
high-latin,i18n/index.fa.json,Robust:,Robust:,Robust
high-latin,i18n/index.fa.json,Cluster-corrected SE,Cluster-corrected SE,Cluster-corrected SE
high-latin,i18n/index.fa.json,Mixed:,Mixed:,Mixed
high-latin,i18n/index.fa.json,Random-intercept models,Random-intercept models,Random-intercept models
high-latin,i18n/index.fa.json,Decomposition:,Decomposition:,Decomposition
high-latin,i18n/index.fa.json,Within-between effects,Within-between effects,Within-between effects
high-latin,i18n/index.fa.json,Technical Skills Demonstrated,Technical Skills Demonstrated,Technical Skills Demonstrated
high-latin,i18n/index.fa.json,EEG Signal Processing,EEG Signal Processing,Signal Processing
high-latin,i18n/index.fa.json,Mixed-Effects Modeling,Mixed-Effects Modeling,Mixed-Effects Modeling
high-latin,i18n/index.fa.json,Within-Between Decomposition,Within-Between Decomposition,Within-Between Decomposition
high-latin,i18n/index.fa.json,Artifact Detection,Artifact Detection,Artifact Detection
high-latin,i18n/index.fa.json,For Affective Computing:,For Affective Computing:,For Affective
high-latin,i18n/index.fa.json,Reproducible Pipeline:,Reproducible Pipeline:,Reproducible Pipeline
high-latin,i18n/index.fa.json,Transparent Reporting:,Transparent Reporting:,Transparent Reporting
high-latin,i18n/index.fa.json,Results made immediately available to research community,Results made immediately available تا پژوهش community,Results made immediately available community
high-latin,i18n/index.fa.json,Affective Computing,Affective Computing,Affective
high-latin,i18n/index.fa.json,Mixed Effects,Mixed Effects,Mixed Effects
high-latin,i18n/index.fa.json,Principal Investigator:,Principal Investigator:,Principal Investigator
high-latin,i18n/index.fa.json,Co-Principal Investigator:,Co-Principal Investigator:,Co-Principal Investigator
high-latin,i18n/index.fa.json,Melika Dabbagh Mohammadi (Independent Researcher),Melika Dabbagh Mohammadi (Independent Researcher),Independent Researcher
high-latin,i18n/index.fa.json,Sample Size:,Sample Size:,Sample Size
high-latin,i18n/index.fa.json,Intervention:,Intervention:,Intervention
high-latin,i18n/index.fa.json,Primary Outcome:,Primary Outcome:,Primary Outcome
high-latin,i18n/index.fa.json,Planned Location:,Planned Location:,Planned Location
high-latin,i18n/index.fa.json,Pre-registered protocol; data collection planned 2026-2027,Pre-registered protocol; داده collection planned ۲۰۲۶-۲۰۲۷,Pre-registered protocol collection planned
high-latin,i18n/index.fa.json,This investigation is grounded in the,This investigation is grounded در the,This investigation is grounded the
high-latin,i18n/index.fa.json,Core Hypothesis:,Core Hypothesis:,Core Hypothesis
high-latin,i18n/index.fa.json,Confirmatory Hypotheses (Pre-Registered),Confirmatory Hypotheses (Pre-Registered),Confirmatory Hypotheses Pre-Registered
high-latin,i18n/index.fa.json,Hypothesis:,Hypothesis:,Hypothesis
high-latin,i18n/index.fa.json,Predicted Effect:,Predicted Effect:,Predicted Effect
high-latin,i18n/index.fa.json,Controls:,Controls:,Controls
high-latin,i18n/index.fa.json,"Causal mediation with 5,000 bootstrap iterations","Causal mediation با ۵,۰۰۰ bootstrap iterations",Causal mediation bootstrap iterations
high-latin,i18n/index.fa.json,H3: Computational Mechanisms,H۳: Computational Mechanisms,Computational Mechanisms
high-latin,i18n/index.fa.json,Reduced decision noise (higher β),Reduced decision noise (higher β),Reduced decision noise higher
high-latin,i18n/index.fa.json,Exploratory Hypotheses,Exploratory Hypotheses,Exploratory Hypotheses
high-latin,i18n/index.fa.json,Rigorous Active Control,Rigorous Active Control,Rigorous Active Control
high-latin,i18n/index.fa.json,Single-Session Design,Single-Session Design,Single-Session Design
high-latin,i18n/index.fa.json,Respiratory Control,Respiratory Control,Respiratory Control
high-latin,i18n/index.fa.json,Analyst Blinding,Analyst Blinding,Analyst Blinding
high-latin,i18n/index.fa.json,Analysts blind until final database lock,Analysts blind until final database lock,Analysts blind until final database lock
high-latin,i18n/index.fa.json,Full Pre-Registration,Full Pre-Registration,Full Pre-Registration
high-latin,i18n/index.fa.json,Methodological Features,Methodological Features,Methodological Features
high-latin,i18n/index.fa.json,Provides an implementation‑ready agenda,Provides an implementation‑ready agenda,Provides an implementation ready agenda
high-latin,i18n/index.fa.json,Context sensitivity,Context sensitivity,Context sensitivity
high-latin,i18n/index.fa.json,Configurational diversity,Configurational diversity,Configurational diversity
high-latin,i18n/index.fa.json,Stage 1 (EEG‑only):,Stage ۱ (EEG‑only):,Stage only
high-latin,i18n/index.fa.json,Stage 2 (fMRI‑only):,Stage ۲ (fMRI‑only):,Stage only
high-latin,i18n/index.fa.json,Stage 3 (Simultaneous EEG–fMRI):,Stage ۳ (Simultaneous EEG–fMRI):,Stage Simultaneous
high-latin,i18n/index.fa.json,Core paradigm:,Core paradigm:,Core paradigm
high-latin,i18n/index.fa.json,Example hypotheses (summarized),Example hypotheses (summarized),Example hypotheses summarized
high-latin,i18n/index.fa.json,Connectivity modulation:,Connectivity modulation:,Connectivity modulation
high-latin,i18n/index.fa.json,EEG ↔ fMRI correspondence:,EEG ↔ fMRI correspondence:,correspondence
high-latin,i18n/index.fa.json,Stress and reduced flexibility:,Stress و reduced flexibility:,Stress reduced flexibility
high-latin,i18n/index.fa.json,Reproducibility & governance,Reproducibility و governance,Reproducibility governance
high-latin,i18n/index.fa.json,transparency and dual‑use governance,transparency و dual‑use governance,transparency dual use governance
high-latin,i18n/index.fa.json,Download Paper (DOCX),Download Paper (DOCX),Download Paper
high-latin,i18n/index.fa.json,Author:,Author:,Author
high-latin,i18n/index.fa.json,"Lotfifar, A. M.","Lotfifar, A. M.",A M
high-latin,i18n/index.fa.json,Problem the framework addresses,Problem the چارچوب addresses,Problem the addresses
high-latin,i18n/index.fa.json,: emerges via a,: emerges via a,emerges via a
high-latin,i18n/index.fa.json,biphasic trajectory,biphasic trajectory,biphasic trajectory
high-latin,i18n/index.fa.json,Formalization,Formalization,Formalization
high-latin,i18n/index.fa.json,Routine demo (10 s):,Routine demo (۱۰ s):,Routine demo s
high-latin,i18n/index.fa.json,emotional entropy proxy H,emotional entropy proxy H,emotional entropy proxy H
high-latin,i18n/index.fa.json,0.000 → −0.714 while routine meaning M,۰.۰۰۰ → −۰.۷۱۴ while routine معنا M,while routine M
high-latin,i18n/index.fa.json,Falsifiable predictions (examples),Falsifiable predictions (examples),Falsifiable predictions examples
high-latin,i18n/index.fa.json,increase at peak,increase at peak,increase at peak
high-latin,i18n/index.fa.json,decrease post‑peak,decrease post‑peak,decrease post peak
high-latin,i18n/index.fa.json,post‑peak decrease,post‑peak decrease,post peak decrease
high-latin,i18n/index.fa.json,Core claim,Core claim,Core claim
high-latin,i18n/index.fa.json,intrapersonal ideal,intrapersonal ideal,intrapersonal ideal
high-latin,i18n/index.fa.json,Six-component framework (mechanistic model),Six-component چارچوب (mechanistic model),Six-component mechanistic model
high-latin,i18n/index.fa.json,Algorithmic enhancement,Algorithmic enhancement,Algorithmic enhancement
high-latin,i18n/index.fa.json,of facial features (observable modifications).,of facial features (observable modifications).,of facial features observable modifications
high-latin,i18n/index.fa.json,Actual–digital self‑discrepancy,Actual–digital self‑discrepancy,Actual digital self discrepancy
high-latin,i18n/index.fa.json,(filtered self becomes an “ideal self”).,(filtered self becomes an “ideal self”).,filtered self becomes an ideal self
high-latin,i18n/index.fa.json,Perceptual recalibration,Perceptual recalibration,Perceptual recalibration
high-latin,i18n/index.fa.json,Self‑objectification,خود‑objectification,objectification
high-latin,i18n/index.fa.json,Downstream psychosocial outcomes,Downstream psychosocial outcomes,Downstream psychosocial outcomes
high-latin,i18n/index.fa.json,Computational formalization (examples),Computational formalization (examples),Computational formalization examples
high-latin,i18n/index.fa.json,Body dissatisfaction trajectory:,Body dissatisfaction trajectory:,Body dissatisfaction trajectory
high-latin,i18n/index.fa.json,Recalibration threshold:,Recalibration threshold:,Recalibration threshold
high-latin,i18n/index.fa.json,P(filtered baseline) = 1 / (1 + e,P(filtered baseline) = ۱ / (۱ + e,P filtered baseline e
high-latin,i18n/index.fa.json,Dependence via negative reinforcement:,Dependence via negative reinforcement:,Dependence via negative reinforcement
high-latin,i18n/index.fa.json,V(filter) = −λ × E[distress | unfiltered],V(filter) = −λ × E[distress | unfiltered],V filter E distress unfiltered
high-latin,i18n/index.fa.json,Testable predictions (high-level),Testable predictions (high-level),Testable predictions high-level
high-latin,i18n/index.fa.json,Interventions:,Interventions:,Interventions
high-latin,i18n/index.fa.json,filtered vs unfiltered self,filtered در برابر unfiltered self,filtered unfiltered self
high-latin,i18n/index.fa.json,Mind Islands variant,Mind Islands variant,variant
high-latin,i18n/index.fa.json,Original Title:,Original Title:,Original Title
high-latin,i18n/index.fa.json,Language:,Language:,Language
high-latin,i18n/index.fa.json,Publisher:,Publisher:,Publisher
high-latin,i18n/index.fa.json,To be announced,To be announced,To be announced
high-latin,i18n/index.fa.json,Empathetic Thinking,Empathetic Thinking,Empathetic Thinking
high-latin,i18n/index.fa.json,Experimental/Scientific Thinking,Experimental/Scientific تفکر,Experimental Scientific
high-latin,i18n/index.fa.json,Integrative Thinking,Integrative Thinking,Integrative Thinking
high-latin,i18n/index.fa.json,Chapters 2-10: Journey to the Islands,Chapters ۲-۱۰: Journey تا the Islands,Chapters Journey the
high-latin,i18n/index.fa.json,Evidence-Based:,Evidence-Based:,Evidence-Based
high-latin,i18n/index.fa.json,Architecture,Architecture,Architecture
high-latin,i18n/index.fa.json,School-Based Volunteer Consulting,School-Based Volunteer Consulting,School-Based Volunteer Consulting
high-latin,i18n/index.fa.json,Setting & Background,Setting و Background,Setting Background
high-latin,i18n/index.fa.json,Role:,Role:,Role
high-latin,i18n/index.fa.json,Services Provided,Services Provided,Services Provided
high-latin,i18n/index.fa.json,Working with Children:,Working با Children:,Working Children
high-latin,i18n/index.fa.json,Talent Discovery:,Talent Discovery:,Talent Discovery
high-latin,i18n/index.fa.json,Consultation:,Consultation:,Consultation
high-latin,i18n/index.fa.json,Referral Support:,Referral Support:,Referral Support
high-latin,i18n/index.fa.json,Continuity of care:,Continuity از care:,Continuity care
high-latin,i18n/index.fa.json,Intensive support:,Intensive support:,Intensive support
high-latin,i18n/index.fa.json,Specialized intervention:,Specialized intervention:,Specialized intervention
high-latin,i18n/index.fa.json,Mathematics Tutoring Specialization,Mathematics Tutoring Specialization,Mathematics Tutoring Specialization
high-latin,i18n/index.fa.json,Play Therapy Integration,Play Therapy Integration,Play Therapy Integration
high-latin,i18n/index.fa.json,Relationship Building:,Relationship Building:,Relationship Building
high-latin,i18n/index.fa.json,A Turning Point in My Career Journey,A Turning Point در My Career Journey,A Turning Point My Career Journey
high-latin,i18n/index.fa.json,Presenting Challenges:,Presenting Challenges:,Presenting Challenges
high-latin,i18n/index.fa.json,Complete absence of abstract thinking:,Complete absence از abstract تفکر:,Complete absence abstract
high-latin,i18n/index.fa.json,Severe working memory deficits:,Severe working memory deficits:,Severe working memory deficits
high-latin,i18n/index.fa.json,No mental number line:,No mental number line:,No mental number line
high-latin,i18n/index.fa.json,Inability to generalize:,Inability تا generalize:,Inability generalize
high-latin,i18n/index.fa.json,Medical History:,Medical History:,Medical History
high-latin,i18n/index.fa.json,Childhood seizure disorder:,Childhood seizure disorder:,Childhood seizure disorder
high-latin,i18n/index.fa.json,Traumatic brain injury (TBI):,Traumatic brain injury (TBI):,Traumatic brain injury TBI
high-latin,i18n/index.fa.json,Instructional adaptations (high level):,Instructional adaptations (high level):,Instructional adaptations high level
high-latin,i18n/index.fa.json,Teaching Approach & Methods,Teaching Approach و Methods,Teaching Approach Methods
high-latin,i18n/index.fa.json,Therapeutic Educational Framework,Therapeutic Educational چارچوب,Therapeutic Educational
high-latin,i18n/index.fa.json,Informal assessment of cognitive strengths and weaknesses,Informal assessment از شناختی strengths و weaknesses,Informal assessment strengths weaknesses
high-latin,i18n/index.fa.json,Individualized Instruction,Individualized Instruction,Individualized Instruction
high-latin,i18n/index.fa.json,Multisensory teaching methods,Multisensory teaching methods,Multisensory teaching methods
high-latin,i18n/index.fa.json,Physical manipulatives and hands-on activities,Physical manipulatives و hands-on activities,Physical manipulatives hands-on activities
high-latin,i18n/index.fa.json,Playful exploration of concepts,Playful exploration از concepts,Playful exploration concepts
high-latin,i18n/index.fa.json,Building self-efficacy and confidence,Building self-efficacy و confidence,Building self-efficacy confidence
high-latin,i18n/index.fa.json,Celebrating small victories and progress,Celebrating small victories و progress,Celebrating small victories progress
high-latin,i18n/index.fa.json,Adapting to attentional limitations,Adapting تا attentional limitations,Adapting attentional limitations
high-latin,i18n/index.fa.json,Supporting executive function development,Supporting executive function development,Supporting executive function development
high-latin,i18n/index.fa.json,‍‍Family Collaboration,‍‍Family Collaboration,Family Collaboration
high-latin,i18n/index.fa.json,Parent consultation and guidance,Parent consultation و guidance,Parent consultation guidance
high-latin,i18n/index.fa.json,Home practice recommendations,Home practice recommendations,Home practice recommendations
high-latin,i18n/index.fa.json,Progress updates and feedback,Progress updates و feedback,Progress updates feedback
high-latin,i18n/index.fa.json,Referrals to specialists when needed,Referrals تا specialists when needed,Referrals specialists when needed
high-latin,i18n/index.fa.json,Student Outcomes & Impact,Student Outcomes و Impact,Student Outcomes Impact
high-latin,i18n/index.fa.json,Improved confidence:,Improved confidence:,Improved confidence
high-latin,i18n/index.fa.json,Reduced anxiety:,Reduced anxiety:,Reduced anxiety
high-latin,i18n/index.fa.json,Better self-understanding:,Better self-understanding:,Better self-understanding
high-latin,i18n/index.fa.json,Family support:,Family support:,Family support
high-latin,i18n/index.fa.json,Appropriate referrals:,Appropriate referrals:,Appropriate referrals
high-latin,i18n/index.fa.json,Important Note:,Important Note:,Important Note
high-latin,i18n/index.fa.json,Play Therapy,Play Therapy,Play Therapy
high-latin,i18n/index.fa.json,Neuropsychological Understanding,Neuropsychological Understanding,Neuropsychological Understanding
high-latin,i18n/index.fa.json,Mathematics Instruction,Mathematics Instruction,Mathematics Instruction
high-latin,i18n/index.fa.json,Parent Consultation,Parent Consultation,Parent Consultation
high-latin,i18n/index.fa.json,Therapeutic Relationship,Therapeutic Relationship,Therapeutic Relationship
high-latin,i18n/index.fa.json,Patience & Empathy,Patience و Empathy,Patience Empathy
high-latin,i18n/index.fa.json,"PVD Kavian Co. • Tehran, Iran • 2019 - Present","PVD Kavian Co. • Tehran, Iran • ۲۰۱۹ - Present",Co Present
high-latin,i18n/index.fa.json,Employment Timeline:,Employment Timeline:,Employment Timeline
high-latin,i18n/index.fa.json,2021-Present:,۲۰۲۱-Present:,Present
high-latin,i18n/index.fa.json,Part-time consultant (automation + dashboard maintenance),Part-time consultant (automation + داشبورد maintenance),Part-time consultant automation maintenance
high-latin,i18n/index.fa.json,Key digital deliverables (Web + HR dashboards),Key digital deliverables (وب + HR dashboards),Key digital deliverables HR dashboards
high-latin,i18n/index.fa.json,Kavico corporate website (FA/EN):,Kavico corporate website (FA/EN):,corporate website FA EN
high-latin,i18n/index.fa.json,live demo,live demo,live demo
high-latin,i18n/index.fa.json,KIA Coating product catalog:,KIA Coating product catalog:,Coating product catalog
high-latin,i18n/index.fa.json,product listing and catalog UX —,product listing و catalog UX —,product listing catalog UX
high-latin,i18n/index.fa.json,Core Responsibilities,Core Responsibilities,Core Responsibilities
high-latin,i18n/index.fa.json,Financial Analysis & Accounting,Financial تحلیل و Accounting,Financial Accounting
high-latin,i18n/index.fa.json,Financial Reporting:,Financial Reporting:,Financial Reporting
high-latin,i18n/index.fa.json,Accounting Management:,Accounting Management:,Accounting Management
high-latin,i18n/index.fa.json,Financial Forecasting:,Financial Forecasting:,Financial Forecasting
high-latin,i18n/index.fa.json,Budget Management:,Budget Management:,Budget Management
high-latin,i18n/index.fa.json,Data Analytics & Business Intelligence,داده Analytics و Business Intelligence,Analytics Business Intelligence
high-latin,i18n/index.fa.json,Business Intelligence Dashboards:,Business Intelligence Dashboards:,Business Intelligence Dashboards
high-latin,i18n/index.fa.json,Predictive Analytics:,Predictive Analytics:,Predictive Analytics
high-latin,i18n/index.fa.json,Strategic Management & Consulting,Strategic Management و Consulting,Strategic Management Consulting
high-latin,i18n/index.fa.json,Statistical Consulting:,Statistical Consulting:,Statistical Consulting
high-latin,i18n/index.fa.json,Management Reporting:,Management Reporting:,Management Reporting
high-latin,i18n/index.fa.json,Risk Assessment:,Risk Assessment:,Risk Assessment
high-latin,i18n/index.fa.json,Process Optimization:,Process Optimization:,Process Optimization
high-latin,i18n/index.fa.json,Technical Skills & Tools,Technical Skills و Tools,Technical Skills Tools
high-latin,i18n/index.fa.json,Business Intelligence & Visualization,Business Intelligence و Visualization,Business Intelligence Visualization
high-latin,i18n/index.fa.json,Power BI (Working Knowledge):,Power BI (Working Knowledge):,Power BI Working Knowledge
high-latin,i18n/index.fa.json,DAX Functions:,DAX Functions:,DAX Functions
high-latin,i18n/index.fa.json,Basic understanding of data models and relationships,Basic understanding از داده models و relationships,Basic understanding models relationships
high-latin,i18n/index.fa.json,Power Query:,Power Query:,Power Query
high-latin,i18n/index.fa.json,Report Creation:,Report Creation:,Report Creation
high-latin,i18n/index.fa.json,Microsoft Excel (Advanced),Microsoft Excel (Advanced),Microsoft Advanced
high-latin,i18n/index.fa.json,Pivot Tables & Charts,Pivot Tables و Charts,Pivot Tables Charts
high-latin,i18n/index.fa.json,SQL (Basic),SQL (Basic),SQL Basic
high-latin,i18n/index.fa.json,Time Series Forecasting,Time Series Forecasting,Time Series Forecasting
high-latin,i18n/index.fa.json,Monte Carlo Simulation,Monte Carlo Simulation,Monte Carlo Simulation
high-latin,i18n/index.fa.json,Programming & Data Science,Programming و داده Science,Programming Science
high-latin,i18n/index.fa.json,Excel VBA:,Excel VBA:,VBA
high-latin,i18n/index.fa.json,Key Projects & Achievements,Key Projects و Achievements,Key Projects Achievements
high-latin,i18n/index.fa.json,Financial Reporting & Dashboard Development,Financial Reporting و داشبورد Development,Financial Reporting Development
high-latin,i18n/index.fa.json,Power BI & Excel • 2020-Present,Power BI و Excel • ۲۰۲۰-Present,Power BI Present
high-latin,i18n/index.fa.json,Data Quality & Process Optimization Initiative,داده Quality و Process Optimization Initiative,Quality Process Optimization Initiative
high-latin,i18n/index.fa.json,85% reduction,۸۵% reduction,reduction
high-latin,i18n/index.fa.json,in data entry errors,in داده entry errors,in entry errors
high-latin,i18n/index.fa.json,Standardized processes,Standardized processes,Standardized processes
high-latin,i18n/index.fa.json,Audit-ready records,Audit-ready records,Audit-ready records
high-latin,i18n/index.fa.json,Cost Optimization Analysis,Cost Optimization تحلیل,Cost Optimization
high-latin,i18n/index.fa.json,Identified savings,Identified savings,Identified savings
high-latin,i18n/index.fa.json,Vendor negotiations,Vendor negotiations,Vendor negotiations
high-latin,i18n/index.fa.json,Resource reallocation,Resource reallocation,Resource reallocation
high-latin,i18n/index.fa.json,Power BI Basics:,Power BI Basics:,Power BI Basics
high-latin,i18n/index.fa.json,Learned fundamental dashboard creation and data visualization,Learned fundamental داشبورد creation و داده visualization,Learned fundamental creation visualization
high-latin,i18n/index.fa.json,Financial Acumen:,Financial Acumen:,Financial Acumen
high-latin,i18n/index.fa.json,Business Context:,Business Context:,Business Context
high-latin,i18n/index.fa.json,"Experience with large, messy real-world datasets","Experience با large, messy real-world datasets",Experience large messy real-world datasets
high-latin,i18n/index.fa.json,"Data cleaning, validation, and quality assurance","داده cleaning, validation, و quality assurance",cleaning validation quality assurance
high-latin,i18n/index.fa.json,Analytical Rigor,Analytical Rigor,Analytical Rigor
high-latin,i18n/index.fa.json,Hypothesis-driven investigation,Hypothesis-driven investigation,Hypothesis-driven investigation
high-latin,i18n/index.fa.json,Reproducible analysis workflows,Reproducible تحلیل workflows,Reproducible workflows
high-latin,i18n/index.fa.json,Technical Proficiency,Technical Proficiency,Technical Proficiency
high-latin,i18n/index.fa.json,Advanced visualization techniques,Advanced visualization techniques,Advanced visualization techniques
high-latin,i18n/index.fa.json,Version control and documentation,Version control و documentation,Version control documentation
high-latin,i18n/index.fa.json,Problem-Solving,Problem-Solving,Problem-Solving
high-latin,i18n/index.fa.json,Identifying appropriate methods for ambiguous questions,Identifying appropriate methods برای ambiguous questions,Identifying appropriate methods ambiguous questions
high-latin,i18n/index.fa.json,Iterative refinement of analysis approaches,Iterative refinement از تحلیل approaches,Iterative refinement approaches
high-latin,i18n/index.fa.json,Troubleshooting technical issues independently,Troubleshooting مسائل فنی independently,Troubleshooting independently
high-latin,i18n/index.fa.json,Creative solutions to data challenges,Creative solutions تا داده challenges,Creative solutions challenges
